name,count,min,mean,max,popStdEev
easy_1,3,5789.057356466092,6040.820231918711,6206.199610690809,180.92078642135962
easy_4,3,9943.817319349226,10155.982920470617,10420.604288007517,198.15004238080013
medium_0,3,6321.326183824422,7481.403383453307,9272.489166206833,1284.7748469748276
medium_1,3,14037.549952293266,22596.38341064478,30186.741773086193,6628.351083275531
